name1,type1,name2,type2,nb_ints,nb_multi,in_libs,fisher_pvalue,fisher_fdr,odds_ratio,bp_pvalue,bp_fdr,meanlen1,nms1,meanlen2,nms2
VC0432,CDS_UTRS,Spot42,sRNA,291,21,2,1.0,1.0,0.48195537851868075,2.0283955945631535e-6,0.00010957110620086459,39,0.4179,35,0.3134
VCA0517,CDS_UTRS,Spot42,sRNA,291,8,2,1.0,1.0,0.33794837918001885,0.001476267223601742,0.02139236480923057,44,0.6364,32,0.2121
malE,CDS_UTRS,Spot42,sRNA,290,22,2,1.0,1.0,0.19057017933094184,0.0004739562048940933,0.009896899454403465,40,0.4375,37,0.3125
VC0731,CDS_UTRS,Spot42,sRNA,289,38,2,1.0,1.0,0.032498464004321624,0.0561019530876299,0.2028568152863182,37,0.5658,37,0.2895
VC0265,CDS_UTRS,Spot42,sRNA,287,37,2,0.898674951973317,1.0,0.921656714122673,8.47206997074039e-27,4.45670682131948e-24,33,0.7262,35,0.3095
VC0269,CDS_UTRS,Spot42,sRNA,284,26,2,1.0,1.0,0.39432151145326544,3.452171298106745e-26,1.7125610032715492e-23,34,0.4857,40,0.3
maf,CDS_UTRS,Spot42,sRNA,283,19,2,1.0,1.0,0.1536401846326008,0.8182158051749399,0.9090824411925029,41,0.3281,35,0.3438
VC0251,CDS_UTRS,Spot42,sRNA,283,28,2,1.0,1.0,0.06419928879181777,2.8504717292045722e-8,2.3361502314212665e-6,37,0.4878,39,0.2439
VCA0166,CDS_UTRS,Spot42,sRNA,280,22,2,1.0,1.0,0.028612050708648473,4.7408955477366203e-5,0.0016958574415946411,41,0.4815,35,0.1852
Spot42,sRNA,Qrr4,sRNA,278,4,2,1.0,1.0,0.03595130084900094,0.4017022173322126,0.639537147036219,36,0.7692,34,0.1538
VCA0867,CDS_UTRS,Spot42,sRNA,278,34,2,0.9999962978152457,1.0,0.7527025141729905,4.611825331504301e-15,9.5126179291747e-13,37,0.589,37,0.2055
rplQ,CDS_UTRS,Spot42,sRNA,273,40,2,1.0,1.0,0.024814285603122897,0.8442566036877721,0.9223202207996035,41,0.7303,33,0.236
CarZ,sRNA,Spot42,sRNA,270,18,2,1.0,1.0,0.06157286227265091,0.027817326048280504,0.12872534142108125,29,0.3944,40,0.4225
VC0487,CDS_UTRS,Spot42,sRNA,268,44,2,1.0,1.0,0.21854725606507597,8.759816723837818e-16,1.984402296621769e-13,34,0.3947,40,0.2368
Spot42,sRNA,VC2412,CDS_UTRS,268,17,2,1.0,1.0,0.19113408176437074,1.168411372981726e-12,1.7611779197246282e-10,81,0.7313,24,0.0299
VCA0874,CDS_UTRS,Spot42,sRNA,268,5,2,1.0,1.0,0.4397570473119025,3.245934849450058e-11,4.163987224791244e-9,36,0.4198,48,0.2366
VC1904,CDS_UTRS,Spot42,sRNA,268,14,2,1.0,1.0,0.23825516944583103,8.74294848872009e-14,1.512761689833045e-11,33,0.4615,42,0.4
eno,CDS_UTRS,Spot42,sRNA,268,14,2,1.0,1.0,0.10039531693815848,4.0778948181981406e-17,1.0277475040038214e-14,39,0.5526,40,0.3509
VC0758,CDS_UTRS,Spot42,sRNA,267,25,2,1.0,1.0,0.2529976429420091,3.5223574282441405e-14,6.480889614629202e-12,41,0.4146,39,0.2317
Spot42,sRNA,Vcr017,sRNA,266,19,2,1.0,1.0,0.011012038910570456,5.86466436679202e-10,6.279757619310455e-8,34,0.5132,38,0.1184
Spot42,sRNA,Vcr230,sRNA,260,40,2,1.0,1.0,0.1586432845370593,0.9999959103087427,1.0,72,0.5362,28,0.2029
VC2298,CDS_UTRS,Spot42,sRNA,255,17,2,8.750373120149457e-10,4.198744845398317e-8,1.5979208281815076,3.462248580954068e-7,2.3036885061439798e-5,41,0.6444,36,0.2
VC2086,CDS_UTRS,Spot42,sRNA,254,23,2,1.0,1.0,0.12118710124050922,4.007882781388037e-7,2.6156691114735697e-5,37,0.5273,36,0.1818
VC1579,CDS_UTRS,Spot42,sRNA,252,8,2,1.0,1.0,0.3100425473227087,6.891276129491316e-5,0.002285844749494959,34,0.5139,47,0.3333
VC1964,CDS_UTRS,Spot42,sRNA,251,24,2,0.3641593386374741,0.6591619297935662,1.0272546296226635,1.3950083216356055e-7,1.0124272894270407e-5,37,0.4762,37,0.2857
VC2033,CDS_UTRS,Spot42,sRNA,250,29,2,1.0,1.0,0.0414907447921769,0.0017732803352925098,0.02373235944700532,36,0.5534,38,0.3883
mnmA,CDS_UTRS,Spot42,sRNA,250,18,2,1.0,1.0,0.42115766446373615,3.553313119665241e-18,9.63710157897859e-16,32,0.6,38,0.4
VC0829,CDS_UTRS,Spot42,sRNA,248,26,2,1.0,1.0,0.3118112453446171,4.066483534849622e-25,1.8213431196859898e-22,36,0.4951,44,0.3592
VC2602,CDS_UTRS,Spot42,sRNA,247,21,2,1.0,1.0,0.15829134791984348,4.4443245824015977e-35,3.705857500991698e-32,34,0.3188,42,0.2319
VC0259,CDS_UTRS,Spot42,sRNA,246,13,2,0.9999617511817604,1.0,0.7655833431017443,4.4578966922328044e-57,1.1271432278512886e-53,33,0.6029,45,0.1176
pyrG,CDS_UTRS,Spot42,sRNA,244,11,2,1.0,1.0,0.07862845704220267,1.1538081538561474e-13,1.949065450590489e-11,39,0.5743,36,0.2475
VC2150,CDS_UTRS,Spot42,sRNA,243,24,2,0.9999999902033585,1.0,0.6879090642112815,3.97109259565598e-13,6.339271053770089e-11,24,0.3636,46,0.0606
Spot42,sRNA,nhaB,CDS_UTRS,240,39,2,0.9999999995493126,1.0,0.6667340773687953,0.00010970152944423156,0.003319890185084291,44,0.7959,27,0.1224
VC0093,CDS_UTRS,Spot42,sRNA,236,13,2,1.0,1.0,0.4234039436801585,4.7810872735074824e-14,8.614859806546896e-12,42,0.8378,35,0.3649
Spot42,sRNA,VC2386,CDS_UTRS,236,47,2,1.0,1.0,0.14104181429752574,5.861046258183251e-6,0.00028011869924552524,38,0.5323,33,0.1774
rpmH,CDS_UTRS,Spot42,sRNA,236,8,2,1.0,1.0,0.22333778606458607,0.01557901638093777,0.09015712574765025,44,0.5942,34,0.1884
VC1919,CDS_UTRS,Spot42,sRNA,235,28,2,1.0,1.0,0.06929769965150329,0.002179386678001544,0.027773180286962577,37,0.7451,38,0.3922
VC2350,CDS_UTRS,Spot42,sRNA,233,18,2,1.0,1.0,0.34982911868317856,1.0188295072751509e-10,1.2266801168929893e-8,40,0.4,35,0.2
VC0245,CDS_UTRS,Spot42,sRNA,233,34,2,1.0,1.0,0.10043720441743463,4.95645223078481e-11,6.215866916818307e-9,39,0.5217,42,0.1449
VC0329,CDS_UTRS,Spot42,sRNA,233,17,2,1.0,1.0,0.05179493535433077,7.149149721666057e-12,9.90030926384995e-10,35,0.3548,42,0.2581
VC0082,CDS_UTRS,Spot42,sRNA,231,12,2,0.9997890261741815,1.0,0.7815300781861851,2.184623793857428e-5,0.0008862991593495811,40,0.5172,34,0.2931
ddl,CDS_UTRS,Spot42,sRNA,230,17,2,1.0,1.0,0.37492432214470983,0.004005034464705153,0.0397113986563004,37,0.3492,36,0.2857
VC0340,CDS_UTRS,Spot42,sRNA,229,21,2,1.0,1.0,0.2913611530077569,5.505090344154307e-14,9.851472289158874e-12,35,0.5,43,0.375
VC1150,CDS_UTRS,Spot42,sRNA,229,4,2,0.9999999999999997,1.0,0.5843732039385441,0.0015338855600746562,0.022120972232605635,41,0.7895,34,0.4211
VC1745,CDS_UTRS,Spot42,sRNA,228,8,2,2.877956776344304e-17,2.3216205300668015e-15,2.063345608773075,0.0004313268668736582,0.009326298248944608,35,0.5172,35,0.2414
aspS,CDS_UTRS,Spot42,sRNA,227,21,2,1.0,1.0,0.24656308643010413,3.917909379173904e-13,6.267135817327138e-11,42,0.4727,35,0.3273
VC0036,CDS_UTRS,Spot42,sRNA,225,33,2,1.0,1.0,0.06164575018206581,0.001487569656440905,0.021544197568642752,38,0.6415,35,0.2642
VCA0571,CDS_UTRS,Spot42,sRNA,225,31,2,0.7296328322211547,1.0,0.9576337357172757,0.00020804592372187437,0.00542657156314284,37,0.3077,37,0.2308
VC0714,CDS_UTRS,Spot42,sRNA,224,14,2,1.0,1.0,0.4688993386352136,4.489910406162857e-30,2.8611680288248042e-27,26,0.2903,48,0.2419
VC0823,CDS_UTRS,Spot42,sRNA,223,22,2,0.999997858973421,1.0,0.724229413352826,5.775547603902843e-26,2.7944024490216584e-23,32,0.5161,49,0.3387
VC1096:VC1099,IGR,Spot42,sRNA,223,4,2,3.120263304427736e-42,5.466492171421968e-40,3.8140608733992956,4.639030627434251e-9,4.2878757029354243e-7,41,0.25,36,0.175
Vcr214,sRNA,Spot42,sRNA,219,26,2,1.0,1.0,0.01488313515523429,5.628180582524577e-20,1.7575395308321068e-17,29,0.4615,55,0.2436
VC2348,CDS_UTRS,Spot42,sRNA,217,12,2,1.0,1.0,0.06150462813346791,0.0003299316809860473,0.007660063710713084,45,0.3678,41,0.2529
VC0250,CDS_UTRS,Spot42,sRNA,216,19,2,1.0,1.0,0.0923393037757396,0.00011956982102078061,0.003524634126148855,38,0.3797,36,0.2025
VCA1055,CDS_UTRS,Spot42,sRNA,216,13,2,3.4614409952517434e-46,6.524983441583756e-44,4.3067685100516595,1.7317452448920845e-24,7.417263608736966e-22,23,0.1379,40,0.1379
Vcr224,sRNA,Spot42,sRNA,215,8,2,1.0,1.0,0.17305264130043624,0.3234542695475847,0.5749514973653967,33,0.4778,44,0.3556
Spot42,sRNA,ligA,CDS_UTRS,215,25,2,0.9999999998552997,1.0,0.645458067235381,0.009083084410058659,0.06623325324633061,41,0.5714,32,0.625
VC1497,CDS_UTRS,Spot42,sRNA,215,24,2,1.0,1.0,0.03705286308987546,1.5913172041940208e-6,9.012213423549967e-5,36,0.5968,42,0.3226
VC2338,CDS_UTRS,Spot42,sRNA,213,3,2,1.0,1.0,0.5680382142937048,4.050677167684565e-9,3.7887366000033875e-7,21,0.2113,46,0.2535
VC2381,CDS_UTRS,Spot42,sRNA,211,2,2,9.993959882452196e-44,1.7861488203102048e-41,4.1625499402494155,1.3843532751153102e-11,1.8708102423588473e-9,34,0.3333,38,0.4375
Spot42,sRNA,VC1434,CDS_UTRS,209,6,2,1.0,1.0,0.11312264467255753,0.28695647373048494,0.5317009192728286,37,0.5102,46,0.2041
VC2483,CDS_UTRS,Spot42,sRNA,208,5,2,8.642601936259952e-6,0.0002194556710587413,1.4388094038522412,0.0016099684690065357,0.023030261657732715,41,0.2903,35,0.2581
Spot42,sRNA,Vcr202,sRNA,207,3,2,1.0,1.0,0.002182623527207799,0.33780674895974033,0.5749514973653967,36,0.675,38,0.3
glgC,CDS_UTRS,Spot42,sRNA,205,10,2,1.0,1.0,0.3398167641848383,0.7216323164109903,0.8606159577714018,36,0.6406,36,0.4375
Qrr1,sRNA,Spot42,sRNA,203,1,2,1.0,1.0,0.019651271131861398,0.44866954515660784,0.674760497695999,38,0.55,38,0.3667
dcuC,CDS_UTRS,Spot42,sRNA,202,23,2,1.0,1.0,0.06192553416435638,7.043941164318971e-8,5.407552912835312e-6,105,0.2459,35,0.1967
fadB,CDS_UTRS,Spot42,sRNA,202,8,2,0.053967817310848334,0.18171850868528708,1.1428537590712287,1.3883809449479215e-10,1.621798611713309e-8,35,0.3636,42,0.2424
VC1011,CDS_UTRS,Spot42,sRNA,200,29,2,1.0,1.0,0.3039531098258462,0.001137442411829354,0.017920376619416402,36,0.4754,37,0.1639
VCA0543,CDS_UTRS,Spot42,sRNA,198,16,2,1.0,1.0,0.07199850480521684,0.0371086037837972,0.1568321726074522,38,0.2698,36,0.2381
nusA,CDS_UTRS,Spot42,sRNA,197,25,2,1.0,1.0,0.030621782692921075,2.582179878074712e-6,0.00013660683636128985,37,0.4524,38,0.3452
glnA,CDS_UTRS,Spot42,sRNA,197,12,2,1.0,1.0,0.30098897955602855,3.5464998870073607e-6,0.00018180392913245516,35,0.449,39,0.3061
VC2599,CDS_UTRS,Spot42,sRNA,196,20,2,1.0,1.0,0.08368330460346958,2.070528129217581e-6,0.00011169309380330573,39,0.4909,35,0.4909
VCA0265,CDS_UTRS,Spot42,sRNA,196,6,2,1.815735521622105e-10,9.28638963109413e-9,1.7651705612450783,6.281015730337441e-20,1.9435803849469738e-17,32,0.2857,46,0.1429
VC0516,CDS_UTRS,Spot42,sRNA,195,7,2,1.0,1.0,0.4329913952519901,0.22955170458789972,0.47511201894122446,39,2.0984,34,0.2787
hslU,CDS_UTRS,Spot42,sRNA,193,10,2,1.0,1.0,0.2372931851209478,9.800006191347974e-17,2.363490108566294e-14,36,0.4844,37,0.1406
VC2109,CDS_UTRS,Spot42,sRNA,190,24,2,1.0,1.0,0.06951702312360757,1.0929307764787224e-10,1.2999242365884481e-8,34,0.3667,42,0.2167
VC1483,CDS_UTRS,Spot42,sRNA,189,5,2,0.8168187340831461,1.0,0.9320959803026815,2.4372139512029484e-8,2.017225625229549e-6,41,0.48,35,0.18
groEL,CDS_UTRS,Spot42,sRNA,188,13,2,1.0,1.0,0.22607413431792575,4.459351592869881e-5,0.0016070272974746398,37,0.2432,44,0.3243
Spot42,sRNA,VC2614,CDS_UTRS,188,9,2,1.0,1.0,0.07022539446039011,0.029825415597580292,0.1372077649931882,57,0.8028,28,0.0986
VC2095,CDS_UTRS,Spot42,sRNA,184,18,2,1.0,1.0,0.16264366701640004,5.472121585207779e-5,0.0019003560565802877,32,0.3667,43,0.3
VC1588:VC1585,IGR,Spot42,sRNA,184,6,2,2.3775932119843406e-106,9.027699839455145e-104,52.77343189732511,1.7045623209773174e-30,1.1041760271117612e-27,23,0.3469,50,0.3878
VC0271:VC0267,IGR,Spot42,sRNA,181,15,2,1.0,1.0,0.43989717357265623,2.0793185536244152e-22,7.83553209382862e-20,32,0.2041,44,0.4286
VC1865,CDS_UTRS,Spot42,sRNA,181,23,2,1.0,1.0,0.034970857089554365,3.502685036361399e-8,2.8361978908578803e-6,39,0.6667,34,0.2941
VC2000,CDS_UTRS,Spot42,sRNA,179,13,2,1.0,1.0,0.14208031227059087,2.9975581285355794e-45,3.915860061212454e-42,30,0.3393,50,0.3929
VCA0674,CDS_UTRS,Spot42,sRNA,179,10,2,1.0,1.0,0.2669215566409499,1.6865638592151417e-6,9.49673576502457e-5,38,0.5179,36,0.2857
VC2604,CDS_UTRS,Spot42,sRNA,178,20,2,1.0,1.0,0.24955583140015603,0.002495275316219857,0.03005257752929143,38,0.46,35,0.14
Spot42,sRNA,VCA0946,CDS_UTRS,177,25,2,1.0,1.0,0.024320123203958127,0.6203482513539527,0.7938153832432258,40,0.7292,34,0.3958
VC0558,CDS_UTRS,Spot42,sRNA,176,12,2,0.867246546206039,1.0,0.913920789170233,2.3750720833908716e-27,1.3202874111224106e-24,31,0.2745,41,0.3725
VC0184,CDS_UTRS,Spot42,sRNA,176,15,2,1.8278454105823172e-6,5.4451825405225625e-5,1.5403931814442167,1.3748479655647975e-18,3.834945138396242e-16,32,0.2909,40,0.2545
VCA0104,CDS_UTRS,Spot42,sRNA,176,21,2,1.0,1.0,0.35295682781644355,1.5088691993772431e-6,8.601212852100923e-5,35,0.6071,35,0.3571
secY,CDS_UTRS,Spot42,sRNA,175,5,2,1.0,1.0,0.046511535040780046,3.16706372754657e-11,4.08285562547414e-9,40,0.4,45,0.3429
Spot42,sRNA,Vcr101,sRNA,174,2,2,1.0,1.0,0.006299800751922163,0.4377354547683172,0.6607042081227055,40,0.525,36,0.25
VCA0679,CDS_UTRS,Spot42,sRNA,173,8,2,1.0,1.0,0.31369345511013647,0.0047479999999999745,0.04301352149791932,42,1.25,34,0.475
tmRNA,CDS_UTRS,Spot42,sRNA,172,10,2,1.0,1.0,0.008121968781475416,3.9003745705218063e-8,3.1374025280598603e-6,42,0.3784,42,0.2838
VC1903,CDS_UTRS,Spot42,sRNA,170,12,2,1.0,1.0,0.1285036126646968,1.0056000677818144e-14,1.985388889491345e-12,32,0.1837,38,0.2245
rpsC,CDS_UTRS,Spot42,sRNA,168,10,2,1.0,1.0,0.05237319180920286,8.770350575021795e-17,2.121693976607356e-14,30,0.3333,48,0.3056
Spot42,sRNA,Vcr228,sRNA,167,16,2,1.0,1.0,0.15075789602596562,0.005921495678711334,0.05028804045273495,34,0.4783,57,0.1739
VC1871,CDS_UTRS,Spot42,sRNA,166,50,2,1.0,1.0,0.2846603426461419,1.0311491030253306e-10,1.237710533602273e-8,28,0.1795,39,0.2564
VCA0025,CDS_UTRS,Spot42,sRNA,166,7,2,1.0,1.0,0.23810487927462212,0.00037997113302481696,0.00857223499719577,30,0.4133,66,0.24
VC1248,CDS_UTRS,Spot42,sRNA,166,4,2,1.9579838037045507e-5,0.00045444845997534274,1.480674182477737,1.4202432237521816e-17,3.698341665146836e-15,35,0.3846,49,0.6731
malS,CDS_UTRS,Spot42,sRNA,165,6,2,1.0,1.0,0.4477112272093835,4.057389551802914e-5,0.001484526025948492,40,0.5556,38,0.3333
VCA0059,CDS_UTRS,Spot42,sRNA,164,22,2,1.0,1.0,0.060341746226999685,0.16170732131762056,0.38977242955960345,42,0.4407,39,0.322
VC2065,CDS_UTRS,Spot42,sRNA,164,18,2,1.0,1.0,0.22215566881257498,7.217806186608745e-6,0.0003361490592469281,37,0.7778,34,0.2778
VC0556,CDS_UTRS,Spot42,sRNA,163,2,2,1.0,1.0,0.20752645463193245,2.8431738451519763e-11,3.6834844488736707e-9,35,0.8293,42,0.3659
VC0175,CDS_UTRS,Spot42,sRNA,163,11,2,1.0,1.0,0.1274523196714802,8.364916866689853e-7,5.0707699066358655e-5,38,0.68,38,0.54
VCA0545,CDS_UTRS,Spot42,sRNA,162,16,2,1.0,1.0,0.17631826870686856,0.003068668148760453,0.033564789027071315,39,0.2368,35,0.2632
VC2481,CDS_UTRS,Spot42,sRNA,162,9,2,0.9228258037014995,1.0,0.8869268640651473,1.121269546452638e-16,2.6958965742485962e-14,33,0.5111,41,0.4444
Spot42,sRNA,5Sh:16Sg,IGR,161,32,2,1.0,1.0,0.0666642042056409,0.6920882102435046,0.8414659327072598,37,0.4211,33,0.0263
START:dnaA,IGR,Spot42,sRNA,161,9,2,1.0,1.0,0.48840310747705923,1.7445530652516394e-5,0.0007281140245340189,36,0.463,47,0.2778
VC2529,CDS_UTRS,Spot42,sRNA,160,25,2,1.0,1.0,0.13095977371937978,0.00030877055488072306,0.0072482015160544935,38,0.65,38,0.65
VC0687,CDS_UTRS,Spot42,sRNA,160,11,2,1.0,1.0,0.1997492564544473,8.101759239784672e-29,4.847511381477576e-26,33,0.5333,39,0.6333
tsf,CDS_UTRS,Spot42,sRNA,159,10,2,1.0,1.0,0.12937397715928312,0.00017473440708394317,0.004719830175913701,35,0.5686,40,0.3725
nhaR,CDS_UTRS,Spot42,sRNA,159,3,2,0.0012815270095224434,0.014561576967228547,1.3351817631715477,1.2095717922638126e-14,2.376126482441852e-12,31,0.52,43,0.22
VC1048,CDS_UTRS,Spot42,sRNA,159,9,2,1.0,1.0,0.04972143256423965,0.35524026871632086,0.6015270907181823,39,0.5745,32,0.2553
VC0033:VC0039,IGR,Spot42,sRNA,158,0,2,0.9998625462876776,1.0,0.7381938149913655,0.00011205428325584041,0.0033205772309550198,42,0.3684,37,0.614
VC0434,CDS_UTRS,Spot42,sRNA,157,14,2,1.0,1.0,0.146894987207693,0.00017627200621669922,0.004719830175913701,33,0.3704,39,0.2407
secG,CDS_UTRS,Spot42,sRNA,157,12,2,1.0,1.0,0.05435542896171066,0.00141806179075771,0.020632838541188057,41,0.4028,35,0.1667
VC0470,CDS_UTRS,Spot42,sRNA,155,32,2,1.0,1.0,0.0588022888515635,0.00047706381826746367,0.009896899454403465,36,0.2727,33,0.1591
VC0259:rfaD,IGR,Spot42,sRNA,155,8,2,1.0,1.0,0.4571802276796324,2.1439493177189856e-13,3.500935239002746e-11,34,0.5625,40,0.25
VCA0544,CDS_UTRS,Spot42,sRNA,154,5,2,1.0,1.0,0.4898898057001503,0.0005433090940785636,0.010835905878618803,33,0.2889,39,0.2444
Spot42,sRNA,Vcr026,sRNA,154,21,2,1.0,1.0,0.15354542192405846,0.5452781111093272,0.7446544755964836,37,0.4889,34,0.1111
glpT,CDS_UTRS,Spot42,sRNA,154,2,2,1.0,1.0,0.19142482303594427,0.0005803831937369508,0.011476038120155385,38,0.4737,36,0.2368
VCA0521,CDS_UTRS,Spot42,sRNA,153,19,2,1.0,1.0,0.07138739747113598,3.050311719904792e-5,0.0011818412403255436,45,0.6042,35,0.2917
VC1912,CDS_UTRS,Spot42,sRNA,152,21,2,1.0,1.0,0.10007589096340211,1.0318008932242573e-7,7.658483504906297e-6,35,0.4694,38,0.1837
VC0137,CDS_UTRS,Spot42,sRNA,152,24,2,1.0,1.0,0.21041156993388307,4.058814347364308e-5,0.001484526025948492,35,0.4651,39,0.3488
Spot42,sRNA,VcdRP,sRNA,151,5,2,1.0,1.0,0.005304451778778005,0.6379392868079385,0.807870217457153,40,0.5366,36,0.1707
VC1730,CDS_UTRS,Spot42,sRNA,151,13,2,1.0,1.0,0.09984090617245872,8.719097563832609e-6,0.0003975634590754879,41,0.4286,38,0.2381
VC2385,CDS_UTRS,Spot42,sRNA,151,16,2,1.0,1.0,0.36794291664760465,0.0011394203783907906,0.017947931808410082,37,0.4561,36,0.0702
VCA0801,CDS_UTRS,Spot42,sRNA,149,14,2,1.0,1.0,0.4788873730263701,1.0840971514910252e-13,1.8472308441525662e-11,37,0.575,38,0.375
VC2213,CDS_UTRS,Spot42,sRNA,149,15,2,1.0,1.0,0.049114843668119454,1.1294824274337408e-7,8.328312525370089e-6,38,0.6383,37,0.3404
VC0243,CDS_UTRS,Spot42,sRNA,149,18,2,1.0,1.0,0.05566959244238587,0.09439223343962609,0.2732959007763054,34,0.1875,39,0.375
acpP,CDS_UTRS,Spot42,sRNA,148,17,2,1.0,1.0,0.04880680806852032,4.869650894985405e-14,8.754314376143373e-12,32,0.3529,51,0.4314
VC0604,CDS_UTRS,Spot42,sRNA,147,19,2,1.0,1.0,0.12564530569576032,8.228395107714508e-5,0.0026497528222587134,37,0.4773,39,0.1364
VC0355,CDS_UTRS,Spot42,sRNA,146,7,2,1.0,1.0,0.317009091868797,8.934771277528732e-14,1.542546932828149e-11,35,0.5,47,0.3
VCA0194,CDS_UTRS,Spot42,sRNA,145,0,2,0.5955360946154289,0.9347094178987646,0.9811562586136728,2.777568647347256e-5,0.0010918184962273082,43,0.4324,35,0.3243
VC1831,CDS_UTRS,Spot42,sRNA,143,20,2,0.6222356805491759,0.9634994949164554,0.9746987055847524,2.5371808098479027e-41,2.762038459120673e-38,26,0.3333,34,0.2857
VC0241,CDS_UTRS,Spot42,sRNA,143,13,2,1.0,1.0,0.12350099763703519,5.364593277684826e-12,7.603656160908034e-10,32,0.375,43,0.325
Spot42,sRNA,VC1317,CDS_UTRS,143,7,2,1.0,1.0,0.17995006034944483,2.3756419775478167e-6,0.00012701582117474448,40,0.4634,25,0.0244
VcdRP,sRNA,Spot42,sRNA,143,7,2,1.0,1.0,0.005159221292965494,0.38828933876501653,0.6204412912918835,31,0.3143,38,0.2857
Spot42,sRNA,Vcr001,sRNA,143,21,2,1.0,1.0,0.020906114880836373,0.09207829280387275,0.2732959007763054,35,0.4921,34,0.1746
VCA1115,CDS_UTRS,Spot42,sRNA,141,8,2,1.0,1.0,0.3856753025126844,9.575282325831691e-7,5.7160716220945455e-5,47,0.6111,36,0.4167
VC2063,CDS_UTRS,Spot42,sRNA,140,15,2,1.0,1.0,0.05251766086868372,5.714552745168531e-6,0.00027378506034172047,36,0.4884,37,0.1395
ptsG,CDS_UTRS,Spot42,sRNA,138,20,2,1.0,1.0,0.02452926386510776,0.04024959478906162,0.15930359220454277,39,0.1714,33,0.2857
VCA1063,CDS_UTRS,Spot42,sRNA,137,14,2,1.0,1.0,0.06627973683038035,0.64624622513817,0.8171752552601378,39,0.6122,36,0.2449
Spot42,sRNA,VCA0517,CDS_UTRS,137,8,2,1.0,1.0,0.18484436387222808,0.7621118331001429,0.8787701083434942,44,0.75,33,0.05
VC2545,CDS_UTRS,Spot42,sRNA,137,14,2,1.0,1.0,0.05637236452445358,0.004699739539131042,0.04301352149791932,36,0.25,41,0.325
VC1825,CDS_UTRS,Spot42,sRNA,136,15,2,1.0,1.0,0.18048645710531344,0.015534054307383157,0.09015712574765025,33,0.3488,34,0.186
VCA0892,CDS_UTRS,Spot42,sRNA,136,11,2,1.0,1.0,0.08737948252522823,0.3195226613277161,0.5749514973653967,34,0.3684,39,0.3158
Spot42,sRNA,sucA,CDS_UTRS,135,19,2,1.0,1.0,0.04957379785625524,0.19993037006292902,0.43505113572169474,42,0.619,33,0.1429
dapA,CDS_UTRS,Spot42,sRNA,135,7,2,1.0,1.0,0.24000079255706072,3.888455555764757e-8,3.1323847370647217e-6,38,0.6098,38,0.4634
recA,CDS_UTRS,Spot42,sRNA,135,23,2,1.0,1.0,0.10055696861871911,3.9585781552572275e-5,0.001465750350632602,38,0.2826,36,0.1957
ushA,CDS_UTRS,Spot42,sRNA,135,15,2,1.0,1.0,0.09501087032730818,2.668421965185311e-6,0.00014046580393095356,34,0.4286,38,0.4286
VC2544,CDS_UTRS,Spot42,sRNA,133,12,2,1.0,1.0,0.3445771294976475,0.002461237274194041,0.02969281803734079,38,0.625,34,0.275
tuf,CDS_UTRS,Spot42,sRNA,133,1,2,1.0,1.0,0.02833708503712716,0.4798769659309008,0.6994534585191141,39,0.4762,35,0.5
VC2528,CDS_UTRS,Spot42,sRNA,132,5,2,1.0,1.0,0.3193477982378018,1.98820728738997e-24,8.423658129346661e-22,33,0.6,36,0.0667
VC1738,CDS_UTRS,Spot42,sRNA,132,6,2,1.0,1.0,0.170977214065071,0.0019799043331874687,0.026081828830179326,38,0.3556,38,0.2444
VC0485,CDS_UTRS,Spot42,sRNA,132,13,2,1.0,1.0,0.13302143853841222,2.1120917163153104e-15,4.585813319016907e-13,36,0.75,39,0.325
VC1760,CDS_UTRS,Spot42,sRNA,131,23,2,1.0,1.0,0.27041989458246973,8.850561849476326e-16,1.9991812343625473e-13,32,0.28,36,0.18
MtlS:VCA1043,IGR,Spot42,sRNA,129,20,2,0.999996674073262,1.0,0.6652221343761919,0.0034273959861887623,0.03710022438799356,34,0.3333,35,0.3939
VC1049,CDS_UTRS,Spot42,sRNA,128,3,2,1.0,1.0,0.20837502927217635,6.286270075000099e-5,0.0021183324795725827,39,0.1818,42,0.2727
VCA0975,CDS_UTRS,Spot42,sRNA,128,9,2,1.0,1.0,0.12474025095401528,4.3140657281775306e-8,3.4433888578440222e-6,38,0.5143,38,0.4857
VC2059,CDS_UTRS,Spot42,sRNA,127,7,2,1.0,1.0,0.07534679135167269,9.935737226595351e-5,0.0030600118646670737,45,0.55,37,0.25
VC1343,CDS_UTRS,Spot42,sRNA,127,13,2,1.0,1.0,0.1843622406470378,9.2055065805182e-13,1.4147780613482294e-10,34,0.3269,40,0.2308
VC2217,CDS_UTRS,Spot42,sRNA,127,2,2,1.0,1.0,0.04642943972266543,5.134484368101886e-7,3.269260920034069e-5,49,0.6129,35,0.2258
VC1890,CDS_UTRS,Spot42,sRNA,127,5,2,0.9912778931362652,1.0,0.7998356510968859,9.74726447971929e-5,0.0030055088008846486,37,0.2245,42,0.5918
VCA0112,CDS_UTRS,Spot42,sRNA,126,1,2,1.7221961961938212e-12,1.0386680923843197e-10,2.291638775062219,0.006737211001314166,0.05457516902583771,42,0.5349,34,0.3488
VC0968,CDS_UTRS,Spot42,sRNA,126,5,2,1.0,1.0,0.4194269635674738,0.008694033844984211,0.06362765100471311,42,0.7407,33,0.2963
VC0247,CDS_UTRS,Spot42,sRNA,126,8,2,1.0,1.0,0.055032008762932585,1.7294242484746886e-5,0.000722954677438371,35,0.5385,43,0.2821
