name1,type1,ref1,strand1,left1,right1,name2,type2,ref2,strand2,left2,right2,nb_ints,nb_multi,in_libs,fisher_pvalue,fisher_fdr,odds_ratio,bp_pvalue,bp_fdr,meanlen1,nms1,meanlen2,nms2
rlmL,CDS_UTRS,NC_002505,-,1593214,1595540,VadR,sRNA,NC_002506,+,3202,3285,1,0,true,0.027158866473866006,0.06943794907841687,Inf,0.291558,0.7565009900332225,15,0.0,30,1.0
VC0930:VC0934,IGR,NC_002505,+,996702,999041,VSsrna24,sRNA,NC_002505,+,106481,106537,1,0,true,0.2284928934189181,0.28022713343829575,Inf,0.07684000000000002,0.4859274493927127,15,0.0,18,0.0
VC0243,CDS_UTRS,NC_002505,+,249323,250444,VCA0398,CDS_UTRS,NC_002506,+,373125,373431,1,0,true,0.003826620582634721,0.018964776494582634,Inf,0.33785,0.7772042709867452,24,0.0,15,0.0
Vcr229,sRNA,NC_002506,+,897527,897726,VC2514,CDS_UTRS,NC_002505,-,2702389,2703648,1,0,true,0.05403779008252807,0.10484944344371118,Inf,0.17266000000000004,0.6659133827160495,18,1.0,15,0.0
VC0338,CDS_UTRS,NC_002505,-,357350,358927,Vcr001,sRNA,NC_002505,+,21901,21941,1,0,true,0.15222499470974127,0.2189448860080534,Inf,0.802024,0.9614439662317729,15,0.0,32,1.0
MicX,sRNA,NC_002506,-,893273,893616,nudC,CDS_UTRS,NC_002505,+,349259,350389,1,1,true,0.07467384171766189,0.13545466647481672,25.274172541203182,0.772024,0.9555479302694136,17,0.0,15,0.0
nudC,CDS_UTRS,NC_002505,+,349259,350389,VC0972,CDS_UTRS,NC_002505,+,1037691,1038978,1,1,true,0.02631242505466591,0.06904968686705805,Inf,0.944982,1.0,15,0.0,38,1.0
VCA0510,CDS_UTRS,NC_002506,+,436778,440028,Vcr065,sRNA,NC_002505,+,1617123,1617248,1,0,true,0.0009279995767792482,0.0064013032030895076,Inf,0.488378,0.8600298038331453,15,0.0,18,0.0
VCA0578,CDS_UTRS,NC_002506,-,517268,519101,VSsrna24,sRNA,NC_002505,+,106481,106537,1,0,true,0.2284928934189181,0.28022713343829575,Inf,0.14211200000000002,0.6342255542857144,16,0.0,28,0.0
VC1001,CDS_UTRS,NC_002505,+,1071882,1073169,Vcr019:VC0353,IGR,NC_002505,-,375654,383040,1,0,true,0.000806764477674804,0.005902302888616531,Inf,0.625562,0.9140578521983161,22,0.0,15,0.0
VC0573,CDS_UTRS,NC_002505,+,604056,604812,flgA,CDS_UTRS,NC_002505,+,2348843,2349810,1,0,true,0.013741447414827634,0.04598622996249248,Inf,0.248626,0.743536097845913,28,1.0,15,0.0
VC2237:VC2261,IGR,NC_002505,+,2392769,2416259,Vcr001,sRNA,NC_002505,+,21901,21941,1,0,true,0.28127782487296804,0.3319549748849972,5.569256500065244,0.536262,0.8780306540880504,15,0.0,21,1.0
VC2047:VC2072,IGR,NC_002505,+,2205642,2227172,VCA0919,CDS_UTRS,NC_002506,+,871122,871725,1,0,true,0.013590777770025153,0.04593682886268501,80.46498492675683,0.975192,1.0,15,0.0,33,1.0
VC0269,CDS_UTRS,NC_002505,+,274328,275708,Vcr001,sRNA,NC_002505,+,21901,21941,1,0,true,0.28127782487296804,0.3319549748849972,5.569256500065244,0.38760399999999995,0.815953433962264,15,0.0,22,0.0
Vcr036,sRNA,NC_002505,-,840378,840471,gmhA,CDS_UTRS,NC_002505,-,2383241,2384047,1,0,true,0.003260122028638013,0.017055357802570937,Inf,0.11661200000000005,0.5894755469255666,37,0.0,18,0.0
oppA,CDS_UTRS,NC_002505,+,1158468,1160373,Vcr029:VC0597,IGR,NC_002505,-,624841,642728,1,0,true,0.06997190301615075,0.13132623927176756,15.686689635400175,0.58206,0.8904776885406465,31,1.0,16,0.0
FarS,sRNA,NC_002505,-,2266017,2266134,VC1076:VC1080,IGR,NC_002505,+,1145711,1147293,1,1,true,0.32988119643022407,0.3802859631426185,4.512944993729757,0.854926,0.9740294762946754,19,0.0,15,0.0
VC1076:VC1080,IGR,NC_002505,+,1145711,1147293,VSsrna24,sRNA,NC_002505,+,106481,106537,1,1,true,0.40477717307383465,0.4456504381073489,3.376515191747079,0.488378,0.8600298038331453,15,0.0,31,0.0
VC1952,CDS_UTRS,NC_002505,-,2104052,2106851,OppZ,sRNA,NC_002505,+,1164273,1164325,1,0,true,0.5911736657127289,0.6379843518866615,1.330197215178102,0.854926,0.9740294762946754,15,0.0,29,1.0
VC0825:VC0819,IGR,NC_002505,-,876913,886342,Qrr3,sRNA,NC_002506,+,772258,772365,1,0,true,0.028756830545537015,0.0715820115209793,51.16600904471361,0.802024,0.9614439662317729,17,0.0,32,1.0
nhaA,CDS_UTRS,NC_002505,-,1749816,1751303,MicX,sRNA,NC_002506,-,893273,893616,1,0,true,0.021751781053819585,0.0628523250892779,Inf,0.43901599999999996,0.8281920193236714,15,0.0,29,0.0
VC2086,CDS_UTRS,NC_002505,-,2245324,2246621,VC1071,CDS_UTRS,NC_002505,+,1137847,1139282,1,0,true,0.304243472265074,0.357311652625417,2.8136810449330167,0.70452,0.9333844274809161,27,1.0,16,0.0
VC0074,CDS_UTRS,NC_002505,+,74723,75370,Vcr034,sRNA,NC_002505,-,756018,756164,1,0,true,0.0026649679057627607,0.014815117634010083,Inf,0.739562,0.9476586086956523,15,0.0,28,1.0
VC0334:VC0341,IGR,NC_002505,+,353571,360956,MicX,sRNA,NC_002506,-,893273,893616,1,0,true,0.021751781053819585,0.0628523250892779,Inf,0.43901599999999996,0.8281920193236714,16,0.0,37,1.0
VC1340,CDS_UTRS,NC_002505,+,1425842,1427827,GcvB,sRNA,NC_002505,-,954718,954922,1,0,true,0.004507741412146382,0.021339168029488476,Inf,0.488378,0.8600298038331453,17,0.0,32,1.0
VC0181:VC0188,IGR,NC_002505,+,184147,191833,Vcr001,sRNA,NC_002505,+,21901,21941,1,0,true,0.28127782487296804,0.3319549748849972,5.569256500065244,NaN,NaN,15,0.0,18,0.0
MicX,sRNA,NC_002506,-,893273,893616,VCA0985,CDS_UTRS,NC_002506,+,934106,937233,1,0,true,0.17636116674153468,0.24543827415745106,6.318613825913502,0.488378,0.8600298038331453,39,1.0,16,0.0
Vcr017,sRNA,NC_002505,-,350275,350367,VCA0025,CDS_UTRS,NC_002506,+,30284,32072,1,0,true,0.05113827407891525,0.10484944344371118,37.60468879715066,0.06175600000000003,0.43846760000000023,34,0.0,16,0.0
FarS,sRNA,NC_002505,-,2266017,2266134,VC1785:VC1779,IGR,NC_002505,-,1930159,1935600,1,0,true,0.32988119643022407,0.3802859631426185,4.512944993729757,0.931692,1.0,38,0.0,15,0.0
VC1002,CDS_UTRS,NC_002505,+,1073170,1073797,Vcr001,sRNA,NC_002505,+,21901,21941,1,0,true,0.15222499470974127,0.2189448860080534,Inf,0.03974599999999995,0.35476143999999954,15,0.0,30,0.0
Vcr222,sRNA,NC_002505,-,2783840,2783908,VC1040:metG,IGR,NC_002505,-,1104613,1108544,1,0,true,0.19718117373210053,0.26190081851583535,Inf,0.43901599999999996,0.8281920193236714,39,0.0,15,0.0
VC0734,CDS_UTRS,NC_002505,+,788749,790684,VCA0965,CDS_UTRS,NC_002506,+,914331,915796,1,0,true,0.548594188561158,0.5962213367642168,1.2889643394720534,0.999636,1.0,26,1.0,15,0.0
MicX,sRNA,NC_002506,-,893273,893616,Vcr088:VC2520,IGR,NC_002505,-,2707150,2716840,1,0,true,0.03806120829512594,0.0883563763993995,Inf,0.43901599999999996,0.8281920193236714,39,1.0,15,0.0
OppZ,sRNA,NC_002505,+,1164273,1164325,VC1754,CDS_UTRS,NC_002505,+,1888902,1890545,1,0,true,0.024981043239050038,0.06765699210576052,Inf,0.854926,0.9740294762946754,32,1.0,15,0.0
VC1557,CDS_UTRS,NC_002505,-,1668055,1669156,Vcr017,sRNA,NC_002505,-,350275,350367,1,0,true,0.051679216336319334,0.10484944344371118,Inf,0.990924,1.0,15,0.0,23,0.0
VC0687:rpsT,IGR,NC_002505,-,726000,733597,VqmR,sRNA,NC_002506,+,1031438,1031588,1,0,true,0.0223888163927487,0.0628523250892779,Inf,0.38760399999999995,0.815953433962264,15,0.0,35,0.0
VCA0268,CDS_UTRS,NC_002506,+,284893,286965,Vcr001,sRNA,NC_002505,+,21901,21941,1,0,true,0.15222499470974127,0.2189448860080534,Inf,0.897942,0.9880893820169968,15,0.0,27,1.0
VC1149,CDS_UTRS,NC_002505,-,1220318,1222019,VC2700,CDS_UTRS,NC_002505,+,2868077,2871916,1,1,true,0.011175147400019458,0.03975999811796397,177.50206914416896,0.666736,0.9273745609973286,25,0.0,18,0.0
VC2700,CDS_UTRS,NC_002505,+,2868077,2871916,Vcr001,sRNA,NC_002505,+,21901,21941,1,1,true,0.28127782487296804,0.3319549748849972,5.569256500065244,0.291558,0.7565009900332225,18,0.0,20,0.0
ruvA,CDS_UTRS,NC_002505,-,1985929,1986618,VC0972,CDS_UTRS,NC_002505,+,1037691,1038978,1,0,true,0.05193256287089165,0.10484944344371118,37.00636705795255,0.20822200000000002,0.7259883125000001,15,0.0,38,1.0
VCA0100:VCA0097,IGR,NC_002506,-,105315,107727,Vcr001,sRNA,NC_002505,+,21901,21941,1,0,true,0.15222499470974127,0.2189448860080534,Inf,0.897942,0.9880893820169968,18,1.0,35,0.0
VC2395:VC2416,IGR,NC_002505,+,2564129,2588658,Vcr017,sRNA,NC_002505,-,350275,350367,1,0,true,0.051679216336319334,0.10484944344371118,Inf,0.944982,1.0,15,0.0,32,1.0
bcp:VC2164,IGR,NC_002505,+,2308840,2312079,VCA1072,CDS_UTRS,NC_002506,-,1022807,1023541,1,0,true,0.030333157822471146,0.07527611853153633,35.398098204868326,0.14211200000000002,0.6342255542857144,15,0.0,29,0.0
FarS,sRNA,NC_002505,-,2266017,2266134,VCA0756:VCA0764,IGR,NC_002506,+,701746,708301,1,1,true,0.18139195527967833,0.24543827415745106,Inf,0.70452,0.9333844274809161,33,1.0,16,0.0
VC2601:VC2599,IGR,NC_002505,-,2768669,2770306,FarS,sRNA,NC_002505,-,2266017,2266134,1,0,true,0.07180203851308475,0.13132623927176756,Inf,0.291558,0.7565009900332225,15,0.0,30,1.0
VC1817,CDS_UTRS,NC_002505,-,1957153,1959164,VqmR,sRNA,NC_002506,+,1031438,1031588,1,0,true,0.04427642193232073,0.09730449033240837,43.6672574742429,0.70452,0.9333844274809161,15,0.0,30,1.0
VC1775,CDS_UTRS,NC_002505,-,1925141,1926131,GcvB,sRNA,NC_002505,-,954718,954922,1,0,true,0.004507741412146382,0.021339168029488476,Inf,NaN,NaN,17,1.0,39,0.0
VCA0151:VCA0163,IGR,NC_002506,+,170175,180505,Vcr001,sRNA,NC_002505,+,21901,21941,1,0,true,0.28127782487296804,0.3319549748849972,5.569256500065244,0.291558,0.7565009900332225,16,1.0,35,1.0
VCA0516,CDS_UTRS,NC_002506,-,444961,446903,OppZ,sRNA,NC_002505,+,1164273,1164325,1,0,true,0.20037737179939352,0.26190081851583535,Inf,0.625562,0.9140578521983161,15,0.0,38,0.0
VCA0088,CDS_UTRS,NC_002506,-,97346,98948,FarS,sRNA,NC_002505,-,2266017,2266134,1,0,true,0.13844869119905356,0.2189448860080534,12.927364270014325,0.536262,0.8780306540880504,15,0.0,37,1.0
VC1873,CDS_UTRS,NC_002505,+,2016962,2018305,VC1227:VC1224,IGR,NC_002505,-,1301681,1302357,1,0,true,0.0008243986739090436,0.005975880093342489,Inf,NaN,NaN,17,0.0,15,0.0
Vcr043,sRNA,NC_002505,+,1114590,1114749,sucC,CDS_UTRS,NC_002505,-,2244073,2245323,1,0,true,0.07470044328670367,0.13545466647481672,13.171672712350093,0.956698,1.0,37,0.0,18,0.0
MicX,sRNA,NC_002506,-,893273,893616,VCA0274a:VCA0266,IGR,NC_002506,-,283711,290407,1,0,true,0.07467384171766189,0.13545466647481672,25.274172541203182,0.956698,1.0,29,1.0,16,0.0
proA,CDS_UTRS,NC_002505,-,2426950,2428252,Vcr001,sRNA,NC_002505,+,21901,21941,1,0,true,0.15222499470974127,0.2189448860080534,Inf,NaN,NaN,16,0.0,36,1.0
VC1049:VC1045,IGR,NC_002505,-,1114568,1118880,Vcr065,sRNA,NC_002505,+,1617123,1617248,1,0,true,0.001855140014015877,0.011237228041888286,1077.8663981259579,0.58206,0.8904776885406465,15,0.0,30,0.0
VC1394:VC1390,IGR,NC_002505,-,1481716,1484992,FarS,sRNA,NC_002505,-,2266017,2266134,1,0,true,0.2003101041736517,0.26190081851583535,6.463702415885339,0.772024,0.9555479302694136,15,0.0,33,0.0
VSsrna24,sRNA,NC_002505,+,106481,106537,VCA0812,CDS_UTRS,NC_002506,+,757102,758695,1,0,true,0.09114895605558304,0.15913402451852823,Inf,NaN,NaN,40,1.0,16,1.0
VC1968:VC1964,IGR,NC_002505,-,2115280,2119829,FarS,sRNA,NC_002505,-,2266017,2266134,1,0,true,0.2577298485789399,0.31312972257254373,4.309136587498163,0.09489800000000004,0.5469766642066423,17,1.0,40,1.0
VCA0267,CDS_UTRS,NC_002506,+,283412,284892,Vcr001,sRNA,NC_002505,+,21901,21941,1,0,true,0.15222499470974127,0.2189448860080534,Inf,0.666736,0.9273745609973286,15,0.0,24,1.0
QrrX,sRNA,NC_002506,-,776823,776968,VC2369,CDS_UTRS,NC_002505,-,2525125,2527735,1,0,true,0.006022078013684151,0.02699552213030826,Inf,0.87759,0.9868938660907128,32,0.0,15,0.0
VC0734,CDS_UTRS,NC_002505,+,788749,790684,VC0075,CDS_UTRS,NC_002505,-,75066,76181,1,1,true,0.03131392396134591,0.07669642245605014,Inf,0.488378,0.8600298038331453,31,0.0,15,0.0
VC0075,CDS_UTRS,NC_002505,-,75066,76181,Vcr001,sRNA,NC_002505,+,21901,21941,1,1,true,0.15222499470974127,0.2189448860080534,Inf,0.58206,0.8904776885406465,15,0.0,17,0.0
VC0934,CDS_UTRS,NC_002505,+,999042,1000674,VSsrna24,sRNA,NC_002505,+,106481,106537,1,0,true,0.2284928934189181,0.28022713343829575,Inf,0.70452,0.9333844274809161,15,0.0,21,1.0
Vcr078:hemA,IGR,NC_002505,-,2326348,2332923,Vcr001,sRNA,NC_002505,+,21901,21941,1,0,true,0.15222499470974127,0.2189448860080534,Inf,0.897942,0.9880893820169968,15,0.0,20,0.0
FarS,sRNA,NC_002505,-,2266017,2266134,VC0393,CDS_UTRS,NC_002505,-,415606,417627,1,1,true,0.18139195527967833,0.24543827415745106,Inf,0.87759,0.9868938660907128,15,0.0,16,0.0
VC0393,CDS_UTRS,NC_002505,-,415606,417627,VSsrna24,sRNA,NC_002505,+,106481,106537,1,1,true,0.2284928934189181,0.28022713343829575,Inf,0.739562,0.9476586086956523,16,0.0,35,0.0
Vcr025,sRNA,NC_002505,+,522631,522716,VC2012:maf_2,IGR,NC_002505,+,2166635,2179002,1,0,true,0.0471188074157205,0.10261699037702014,40.94175569480496,0.01271599999999995,0.17423150877192914,31,0.0,15,0.0
Vcr229,sRNA,NC_002506,+,897527,897726,VC2064,CDS_UTRS,NC_002505,-,2219992,2220739,1,1,true,0.05403779008252807,0.10484944344371118,Inf,0.772024,0.9555479302694136,27,0.0,15,0.0
VC2064,CDS_UTRS,NC_002505,-,2219992,2220739,VSsrna24,sRNA,NC_002505,+,106481,106537,1,1,true,0.2284928934189181,0.28022713343829575,Inf,0.07684000000000002,0.4859274493927127,15,0.0,20,0.0
VC0914,CDS_UTRS,NC_002505,+,975107,978417,Spot42,sRNA,NC_002505,+,106076,106185,1,0,true,0.009522465966001259,0.034803102943184686,Inf,NaN,NaN,16,1.0,36,0.0
VC0421,CDS_UTRS,NC_002505,+,450572,451399,Vcr222,sRNA,NC_002505,-,2783840,2783908,1,0,true,0.3006641890689442,0.3533536018960471,2.9606074820705226,0.33785,0.7772042709867452,16,0.0,23,1.0
Vcr001,sRNA,NC_002505,+,21901,21941,VC0251,CDS_UTRS,NC_002505,+,257292,259804,1,0,true,0.6181925151849939,0.6658670176307454,1.049463518830491,0.897942,0.9880893820169968,33,0.0,18,0.0
VC1910:VC1924,IGR,NC_002505,+,2061021,2075148,Vcr229,sRNA,NC_002506,+,897527,897726,1,0,true,0.20030344463222882,0.26190081851583535,5.042157239267057,0.03974599999999995,0.35476143999999954,17,1.0,39,1.0
VC0972,CDS_UTRS,NC_002505,+,1037691,1038978,dinG:VC1856,IGR,NC_002505,+,1996347,1996383,1,0,true,0.021447591168794577,0.0628523250892779,Inf,0.03176599999999996,0.3185606689582651,15,0.0,15,0.0
VC0112,CDS_UTRS,NC_002505,+,107209,108166,VCA1059:VCA1075,IGR,NC_002506,+,1010820,1028043,1,0,true,0.10658790665627327,0.1792373753722406,8.994084756391876,0.58206,0.8904776885406465,36,0.0,16,0.0
Vcr229,sRNA,NC_002506,+,897527,897726,VC1732,CDS_UTRS,NC_002505,-,1870325,1872005,1,1,true,0.05403779008252807,0.10484944344371118,Inf,0.17266000000000004,0.6659133827160495,29,0.0,16,0.0
VC1732,CDS_UTRS,NC_002505,-,1870325,1872005,VSsrna24,sRNA,NC_002505,+,106481,106537,1,1,true,0.2284928934189181,0.28022713343829575,Inf,0.488378,0.8600298038331453,16,0.0,19,0.0
VCA0835:VCA0832,IGR,NC_002506,-,778141,779881,VC0398,CDS_UTRS,NC_002505,+,423205,425283,1,0,true,1.102137264574754e-5,9.650839260039495e-5,Inf,0.09489800000000004,0.5469766642066423,17,1.0,15,0.0
VCA0543,CDS_UTRS,NC_002506,+,479260,479957,Vcr001,sRNA,NC_002505,+,21901,21941,1,0,true,0.15222499470974127,0.2189448860080534,Inf,0.248626,0.743536097845913,16,0.0,26,0.0
VC0465:VC0473,IGR,NC_002505,+,495959,501404,VC0972,CDS_UTRS,NC_002505,+,1037691,1038978,1,0,true,0.05193256287089165,0.10484944344371118,37.00636705795255,0.536262,0.8780306540880504,15,0.0,36,0.0
aphA,CDS_UTRS,NC_002505,+,2821322,2822240,VCA1055:VCA1058,IGR,NC_002506,+,1005592,1008802,1,0,true,0.0030749629681878776,0.016341784327790924,Inf,0.854926,0.9740294762946754,18,0.0,15,0.0
VC2367,CDS_UTRS,NC_002505,-,2523852,2524435,Vcr005:VC0103,IGR,NC_002505,-,100835,106208,1,0,true,0.0023166925301545405,0.01322015504317731,Inf,0.944982,1.0,30,1.0,17,0.0
VC1140:VC1130,IGR,NC_002505,-,1198781,1208418,Vcr001,sRNA,NC_002505,+,21901,21941,1,0,true,0.28127782487296804,0.3319549748849972,5.569256500065244,NaN,NaN,15,0.0,21,0.0
VC1442,CDS_UTRS,NC_002505,-,1538127,1539760,VCA0965,CDS_UTRS,NC_002506,+,914331,915796,1,0,true,0.0822595319134366,0.14679895346748453,12.121255092902004,0.536262,0.8780306540880504,35,1.0,16,0.0
VC2154:VC2159,IGR,NC_002505,+,2305490,2307414,OppZ,sRNA,NC_002505,+,1164273,1164325,1,0,true,0.20037737179939352,0.26190081851583535,Inf,0.38760399999999995,0.815953433962264,16,0.0,26,0.0
VC1382,CDS_UTRS,NC_002505,+,1472798,1476910,Vcr229,sRNA,NC_002506,+,897527,897726,1,0,true,0.054347730697425156,0.10496875986131259,35.29449180788637,0.17266000000000004,0.6659133827160495,16,0.0,37,1.0
Vcr229,sRNA,NC_002506,+,897527,897726,VCA0194,CDS_UTRS,NC_002506,-,210893,211968,1,0,true,0.2425248511987509,0.2959328509212195,4.376502191327356,0.43901599999999996,0.8281920193236714,36,1.0,17,1.0
MicX,sRNA,NC_002506,-,893273,893616,VC1250,CDS_UTRS,NC_002505,-,1321733,1322964,1,0,true,0.03806120829512594,0.0883563763993995,Inf,0.625562,0.9140578521983161,29,0.0,15,0.0
Vcr222,sRNA,NC_002505,-,2783840,2783908,VCA0231,CDS_UTRS,NC_002506,-,252311,253787,1,1,true,0.35548228112893254,0.4053745311119406,4.071495246193231,4.8000000000048004e-5,0.0018744000000018744,30,1.0,15,0.0
VCA0231,CDS_UTRS,NC_002506,-,252311,253787,OppZ,sRNA,NC_002505,+,1164273,1164325,1,1,true,0.3606040056530423,0.4081853781337183,3.9905999219517714,0.33785,0.7772042709867452,15,0.0,29,0.0
Vcr229,sRNA,NC_002506,+,897527,897726,VCA0851,CDS_UTRS,NC_002506,-,801987,803145,1,0,true,0.7213344583092719,0.7686350785262734,0.7956996658866569,NaN,NaN,20,0.0,16,0.0
VSsrna24,sRNA,NC_002505,+,106481,106537,VC2282:VC2297,IGR,NC_002505,+,2438355,2451421,1,0,true,0.09114895605558304,0.15913402451852823,Inf,0.248626,0.743536097845913,32,1.0,15,0.0
Vcr222,sRNA,NC_002505,-,2783840,2783908,VC2646,CDS_UTRS,NC_002505,+,2818409,2821321,1,0,true,0.6665080233278606,0.714266683211214,1.0178696793410618,0.536262,0.8780306540880504,30,1.0,15,0.0
VC0243,CDS_UTRS,NC_002505,+,249323,250444,VC1431:VC1443,IGR,NC_002505,+,1529705,1539588,1,0,true,0.007638606542848869,0.03073629775574902,260.4019122761529,0.14211200000000002,0.6342255542857144,33,0.0,15,0.0
mraY,CDS_UTRS,NC_002505,-,2573574,2574656,Vcr001,sRNA,NC_002505,+,21901,21941,1,0,true,0.15222499470974127,0.2189448860080534,Inf,NaN,NaN,20,1.0,26,1.0
VCA0358,CDS_UTRS,NC_002506,+,348985,349701,Vcr017,sRNA,NC_002505,-,350275,350367,1,0,true,0.1006877992998737,0.17222913038136292,18.35050865224465,0.06175600000000003,0.43846760000000023,24,1.0,39,1.0
FarS,sRNA,NC_002505,-,2266017,2266134,VC0130,CDS_UTRS,NC_002505,+,123718,126461,1,1,true,0.32988119643022407,0.3802859631426185,4.512944993729757,0.33785,0.7772042709867452,25,0.0,15,0.0
VC0130,CDS_UTRS,NC_002505,+,123718,126461,VSsrna24,sRNA,NC_002505,+,106481,106537,1,1,true,0.40477717307383465,0.4456504381073489,3.376515191747079,0.536262,0.8780306540880504,15,0.0,32,1.0
VC0568,CDS_UTRS,NC_002505,+,601528,602943,Vcr065,sRNA,NC_002505,+,1617123,1617248,1,0,true,0.0009279995767792482,0.0064013032030895076,Inf,0.854926,0.9740294762946754,15,0.0,39,1.0
cmk,CDS_UTRS,NC_002505,-,2065538,2066366,Vcr001,sRNA,NC_002505,+,21901,21941,1,0,true,0.15222499470974127,0.2189448860080534,Inf,NaN,NaN,15,0.0,21,1.0
FarS,sRNA,NC_002505,-,2266017,2266134,VC2697,CDS_UTRS,NC_002505,-,2863730,2864913,1,0,true,0.18139195527967833,0.24543827415745106,Inf,0.666736,0.9273745609973286,27,1.0,15,0.0
CarZ,sRNA,NC_002505,-,2553978,2554044,VCA1102:VCA1113,IGR,NC_002506,+,1060156,1068726,1,1,true,0.004742376662954739,0.02226282377887086,420.42410480086534,0.58206,0.8904776885406465,33,1.0,15,0.0
VCA1102,CDS_UTRS,NC_002506,+,1058176,1060155,Vcr001,sRNA,NC_002505,+,21901,21941,1,0,true,0.15222499470974127,0.2189448860080534,Inf,NaN,NaN,15,0.0,32,1.0
VC1872,CDS_UTRS,NC_002505,+,2014835,2016961,VCA0743:glpA,IGR,NC_002506,+,688214,691050,1,0,true,0.08165712151583115,0.14587794435703452,12.546457136792005,0.91615,0.9972308710801394,36,0.0,16,0.0
VCA0363,CDS_UTRS,NC_002506,+,351411,352302,VqmR,sRNA,NC_002506,+,1031438,1031588,1,0,true,0.04427642193232073,0.09730449033240837,43.6672574742429,NaN,NaN,15,0.0,37,1.0
oppA,CDS_UTRS,NC_002505,+,1158468,1160373,VC1796,CDS_UTRS,NC_002505,-,1941658,1942232,1,0,true,0.02683587333443116,0.06943794907841687,54.90120539804257,0.772024,0.9555479302694136,33,0.0,15,0.0
VC2265:rpsB,IGR,NC_002505,-,2416320,2420536,Vcr001,sRNA,NC_002505,+,21901,21941,1,0,true,0.28127782487296804,0.3319549748849972,5.569256500065244,0.43901599999999996,0.8281920193236714,29,0.0,39,1.0
VC2047:VC2072,IGR,NC_002505,+,2205642,2227172,Vcr001,sRNA,NC_002505,+,21901,21941,1,0,true,0.8374162125344162,0.8828655016738388,0.5569165090177642,0.536262,0.8780306540880504,15,0.0,22,1.0
VC2059,CDS_UTRS,NC_002505,-,2214137,2214661,VCA0948,CDS_UTRS,NC_002506,+,899732,900177,1,0,true,0.0016994956619886814,0.010406332133191564,Inf,0.70452,0.9333844274809161,24,1.0,15,0.0
VCA0630,CDS_UTRS,NC_002506,-,567291,568262,Vcr017,sRNA,NC_002505,-,350275,350367,1,0,true,0.6888255992672906,0.7358503557280158,0.8738109871714812,0.87759,0.9868938660907128,15,0.0,25,1.0
VC1765,CDS_UTRS,NC_002505,-,1905768,1908858,VSsrna24,sRNA,NC_002505,+,106481,106537,1,0,true,0.2284928934189181,0.28022713343829575,Inf,0.025116000000000027,0.2884646470588238,15,0.0,22,0.0
rfaH,CDS_UTRS,NC_002505,+,1054116,1055013,Vcr017,sRNA,NC_002505,-,350275,350367,1,0,true,0.1006877992998737,0.17222913038136292,18.35050865224465,0.248626,0.743536097845913,15,0.0,27,0.0
Vcr088:VC2520,IGR,NC_002505,-,2707150,2716840,Vcr001,sRNA,NC_002505,+,21901,21941,1,0,true,0.15222499470974127,0.2189448860080534,Inf,0.025116000000000027,0.2884646470588238,15,0.0,25,1.0
VC2047:VC2072,IGR,NC_002505,+,2205642,2227172,MicX,sRNA,NC_002506,-,893273,893616,1,0,true,0.2148754565969031,0.2797685066631481,4.497646909832939,NaN,NaN,15,0.0,26,0.0
Vcr222,sRNA,NC_002505,-,2783840,2783908,Vcr212:VC1865,IGR,NC_002505,+,2001131,2004934,1,1,true,0.19718117373210053,0.26190081851583535,Inf,0.20822200000000002,0.7259883125000001,27,0.0,15,0.0
Vcr212:VC1865,IGR,NC_002505,+,2001131,2004934,OppZ,sRNA,NC_002505,+,1164273,1164325,1,1,true,0.3606040056530423,0.4081853781337183,3.9905999219517714,0.291558,0.7565009900332225,15,0.0,18,0.0
Qrr2,sRNA,NC_002506,+,48449,48555,VC0364,CDS_UTRS,NC_002505,+,383096,383470,1,0,true,0.0013027262467385503,0.008600028738234962,Inf,0.38760399999999995,0.815953433962264,39,0.0,16,0.0
VC2086,CDS_UTRS,NC_002505,-,2245324,2246621,VC0203:VC0205,IGR,NC_002505,+,212614,213130,1,0,true,0.008808281018551134,0.03414219018658582,Inf,0.58206,0.8904776885406465,22,0.0,16,0.0
VC2767,CDS_UTRS,NC_002505,-,2954030,2954563,VC0090:VC0081,IGR,NC_002505,-,80164,87480,1,0,true,0.005792063092741939,0.026242859589098867,206.8715581083178,0.09489800000000004,0.5469766642066423,28,0.0,15,0.0
VC2030,CDS_UTRS,NC_002505,+,2181444,2184776,VrrA,sRNA,NC_002505,+,1878684,1878823,1,0,true,0.020219810256048576,0.06145949520273758,Inf,0.70452,0.9333844274809161,15,0.0,29,0.0
VC1898,CDS_UTRS,NC_002505,+,2044294,2046597,VC0073,CDS_UTRS,NC_002505,+,73849,74722,1,0,true,0.011604718191602137,0.041115248938800024,170.8746005273381,0.43901599999999996,0.8281920193236714,33,1.0,15,0.0
VCA0076,CDS_UTRS,NC_002506,-,84702,86423,Vcr214,sRNA,NC_002505,+,2376028,2376142,1,0,true,0.01336585848595273,0.04526713595442909,148.15765447599114,0.802024,0.9614439662317729,15,0.0,39,0.0
VC1828,CDS_UTRS,NC_002505,-,1970503,1971323,FarS,sRNA,NC_002505,-,2266017,2266134,1,0,true,0.07180203851308475,0.13132623927176756,Inf,0.666736,0.9273745609973286,16,0.0,21,1.0
Vcr106:VCA0983,IGR,NC_002506,+,926638,930848,Vcr001,sRNA,NC_002505,+,21901,21941,1,0,true,0.48343925279724265,0.5281269148205171,1.8564171068442037,0.38760399999999995,0.815953433962264,15,0.0,24,1.0
