name1,type1,ref1,strand1,left1,right1,name2,type2,ref2,strand2,left2,right2,nb_ints,nb_multi,in_libs,fisher_pvalue,fisher_fdr,odds_ratio,bp_pvalue,bp_fdr,meanlen1,nms1,meanlen2,nms2
VCA0506,CDS_UTRS,NC_002506,+,434396,435100,Vcr001,sRNA,NC_002505,+,21901,21941,3,2,true,0.04248096669714038,0.06559906535728433,5.946382966586559,0.6068514279315282,0.942009022556391,27,0.0,31,0.0
Vcr001,sRNA,NC_002505,+,21901,21941,VCA0501,CDS_UTRS,NC_002506,+,432301,433096,3,3,true,0.0021120282339221366,0.004504344326925529,14.5807246960793,0.2579518504184539,0.7851821698232678,29,0.6667,25,0.6667
VCA0301,CDS_UTRS,NC_002506,+,316019,316999,Vcr001,sRNA,NC_002505,+,21901,21941,3,2,true,0.0665142223882112,0.09221473602059413,4.4597814633730515,0.43828599999999995,0.8551921951219511,23,0.0,22,0.0
Vcr017,sRNA,NC_002505,-,350275,350367,VCA0329b,CDS_UTRS,NC_002506,+,331263,331889,3,3,true,0.002047231169228602,0.0043825342665850565,15.448711793786513,0.018711898955868386,0.20113440146257267,26,0.6667,37,0.0
VqmR,sRNA,NC_002506,+,1031438,1031588,VCA0382a:VCA0387,IGR,NC_002506,+,364467,365970,3,3,true,6.264969577340518e-6,3.094515276080316e-5,145.56008661916985,0.46033521444047587,0.8782525842696628,28,0.3333,19,0.0
VCA0625:VCA0621,IGR,NC_002506,-,556725,560074,VCA1012,CDS_UTRS,NC_002506,-,961912,962579,3,1,true,7.61397378777492e-14,4.826413384361769e-13,90741.79499423222,NaN,NaN,25,0.0,25,0.0
Vcr001,sRNA,NC_002505,+,21901,21941,VCA0402,CDS_UTRS,NC_002506,+,375622,376227,3,3,true,0.0003654241557140555,0.0008777872877257628,32.806410400027076,0.59935297214519,0.9420086006211237,26,0.0,33,0.0
VCA0351,CDS_UTRS,NC_002506,+,344545,345368,VCA0446,CDS_UTRS,NC_002506,+,399889,400318,3,3,true,5.741051123009786e-10,3.5029622092803026e-9,2806.747841870706,NaN,NaN,25,0.0,25,0.0
VCA0460:VCA0463,IGR,NC_002506,+,410794,412161,Vcr017,sRNA,NC_002505,-,350275,350367,3,3,true,0.021301567458585153,0.03579541748195237,6.123723071165592,0.8423826162507972,1.0,29,0.3333,32,0.0
Vcr017,sRNA,NC_002505,-,350275,350367,VCA0325,CDS_UTRS,NC_002506,+,328599,329322,3,3,true,0.000634618481410118,0.0014687620431824437,27.03513811935804,0.9935951832102311,1.0,25,0.3333,22,0.0
VCA0455,CDS_UTRS,NC_002506,+,406185,407181,VqmR,sRNA,NC_002506,+,1031438,1031588,3,3,true,0.00035531150820593727,0.0008552962676434059,33.129150462609495,0.3372733359612027,0.8198400000000001,28,0.0,27,0.0
VCA0325:VCA0328,IGR,NC_002506,+,329323,329658,VCA0416,CDS_UTRS,NC_002506,+,383237,383791,3,3,true,6.212110381003186e-8,3.4241632583210794e-7,469.55964130061005,NaN,NaN,27,0.3333,27,0.3333
VCA0446,CDS_UTRS,NC_002506,+,399889,400318,VCA0402,CDS_UTRS,NC_002506,+,375622,376227,2,1,true,1.6424283855713695e-5,6.814860618936129e-5,452.593446535752,NaN,NaN,37,0.0,37,0.0
VC2081,CDS_UTRS,NC_002505,-,2240473,2241656,VC0972,CDS_UTRS,NC_002505,+,1037691,1038978,2,0,true,0.0019979419361808356,0.00429312947115317,74.82930958377788,0.23082818884908435,0.7712000000000002,17,0.0,32,0.5
VCA0322,CDS_UTRS,NC_002506,+,327218,328070,VCA0498,CDS_UTRS,NC_002506,+,431305,432026,2,2,true,2.240301245037739e-6,1.1642922503791443e-5,1640.7521198343943,NaN,NaN,27,0.0,27,0.0
Vcr017,sRNA,NC_002505,-,350275,350367,VCA0498,CDS_UTRS,NC_002506,+,431305,432026,2,2,true,0.0042172493631386886,0.008211401916964579,36.04386722755951,0.7255359385520848,0.9817764510779435,28,0.0,27,0.0
VCA0382a:VCA0387,IGR,NC_002506,+,364467,365970,Vcr017,sRNA,NC_002505,-,350275,350367,2,0,true,0.03478713494835311,0.055591205848838796,9.185266028058154,0.5800001257390246,0.927018266472212,22,0.5,34,0.0
VqmR,sRNA,NC_002506,+,1031438,1031588,VCA0376,CDS_UTRS,NC_002506,+,360416,361090,2,2,true,0.0012700237206946551,0.002802895677587237,48.50802874640423,0.6445366741084806,0.9618877952591853,26,0.0,26,0.5
Vcr001,sRNA,NC_002505,+,21901,21941,VC0727:VC0732,IGR,NC_002505,+,784728,787292,2,2,true,0.0029097867271688314,0.005876224169379888,43.73746762995803,0.4200835959982099,0.8551921951219511,35,0.5,26,1.0
VCA0307,CDS_UTRS,NC_002506,+,319026,319881,Vcr001,sRNA,NC_002505,+,21901,21941,2,1,true,0.3236773143775443,0.3530743935992142,1.9820910125583673,0.7112610835076532,0.9743302513803468,18,0.0,26,0.5
VCA0316,CDS_UTRS,NC_002506,+,324424,325156,Vcr001,sRNA,NC_002505,+,21901,21941,2,2,true,0.10177135297633168,0.1333193039563656,5.946307548550952,0.9906643285497219,1.0,26,0.0,24,0.0
VCA0415,CDS_UTRS,NC_002506,+,382705,383236,VqmR,sRNA,NC_002506,+,1031438,1031588,2,1,true,0.0014490691549627448,0.003161353548398646,88.33410468837529,0.33076472210710367,0.8198400000000001,28,0.5,28,0.5
Vcr001,sRNA,NC_002505,+,21901,21941,VC1071,CDS_UTRS,NC_002505,+,1137847,1139282,2,0,true,0.012792692080278058,0.022950411420750414,14.579391037325744,NaN,NaN,18,0.0,18,0.0
VqmR,sRNA,NC_002506,+,1031438,1031588,VCA0433,CDS_UTRS,NC_002506,+,392439,393520,2,2,true,0.0002771471770701351,0.0006742535800362988,145.51359303585915,0.15495521659279105,0.6982356937704407,35,0.0,38,0.5
VCA0329b,CDS_UTRS,NC_002506,+,331263,331889,VCA0424,CDS_UTRS,NC_002506,+,388283,388857,2,2,true,8.647206278751138e-8,4.743491521180312e-7,6013.533567845975,NaN,NaN,24,0.0,24,0.0
VqmR,sRNA,NC_002506,+,1031438,1031588,VCA0484,CDS_UTRS,NC_002506,+,423529,423961,2,2,true,0.0002771471770701351,0.0006742535800362988,145.51359303585915,0.9278125117895166,1.0,22,0.5,26,0.5
VCA0464,CDS_UTRS,NC_002506,+,412794,413276,VqmR,sRNA,NC_002506,+,1031438,1031588,2,2,true,0.006930421602150795,0.013005939223773121,22.08412381027216,0.8915101822250984,1.0,32,0.5,21,0.5
VCA0446,CDS_UTRS,NC_002506,+,399889,400318,VCA0506,CDS_UTRS,NC_002506,+,434396,435100,2,1,true,4.70094191561725e-6,2.3525327744382817e-5,1130.888328736144,NaN,NaN,35,0.0,35,0.0
VCA0756:VCA0764,IGR,NC_002506,+,701746,708301,VSsrna24,sRNA,NC_002505,+,106481,106537,2,1,true,0.048898144180159205,0.0722704436652353,Inf,0.3907517757618976,0.8551921951219511,16,0.0,22,0.5
VCA1012,CDS_UTRS,NC_002506,-,961912,962579,Vcr001,sRNA,NC_002505,+,21901,21941,2,2,true,0.15377600589243323,0.18725552051575914,3.9642019283511023,0.3774329643589868,0.8551921951219511,31,0.0,29,0.0
VCA0382a,CDS_UTRS,NC_002506,+,363845,364466,VqmR,sRNA,NC_002506,+,1031438,1031588,2,2,true,0.01960290066828211,0.03313616246297761,11.042112023675735,0.17186199999999996,0.6982356937704407,34,0.5,32,0.0
VCA0322,CDS_UTRS,NC_002506,+,327218,328070,VCA0361,CDS_UTRS,NC_002506,+,350196,351061,2,2,true,5.596214174625886e-6,2.7883320407197102e-5,820.8657181849221,NaN,NaN,25,0.0,25,0.0
Vcr017,sRNA,NC_002505,-,350275,350367,VCA0361,CDS_UTRS,NC_002506,+,350196,351061,2,2,true,0.010169210343829707,0.018476224525970853,18.02210330886163,0.016220988984462226,0.18023321093846917,20,0.5,25,0.0
Vcr222,sRNA,NC_002505,-,2783840,2783908,VC2634,CDS_UTRS,NC_002505,-,2804575,2805791,2,2,true,0.036893415269646596,0.058547130490496195,Inf,0.015985999999999945,0.1801239436619712,18,0.0,16,0.0
VC2634,CDS_UTRS,NC_002505,-,2804575,2805791,OppZ,sRNA,NC_002505,+,1164273,1164325,2,2,true,0.038149340620621565,0.06003916916983339,Inf,0.48852799999999996,0.8782525842696628,16,0.0,28,1.0
VC2265:rpsB,IGR,NC_002505,-,2416320,2420536,Vcr001,sRNA,NC_002505,+,21901,21941,2,1,true,0.15377600589243323,0.18725552051575914,3.9642019283511023,0.4708810596794122,0.8782525842696628,24,0.0,36,0.5
Qrr4,sRNA,NC_002506,-,908201,908306,Qrr1,sRNA,NC_002505,-,1089964,1090058,2,0,true,0.005608002295536259,0.010736125200011529,18.48731919089811,NaN,NaN,20,0.5,20,0.5
Vcr001,sRNA,NC_002505,+,21901,21941,VCA0413,CDS_UTRS,NC_002506,+,381323,382135,2,2,true,0.0029097867271688314,0.005876224169379888,43.73746762995803,0.9211544554144229,1.0,23,0.5,29,0.0
Vcr017,sRNA,NC_002505,-,350275,350367,ilvH,CDS_UTRS,NC_002505,-,2661261,2661955,2,2,true,0.7299960274739246,0.7627522594759597,0.7750088225183359,0.4250645711630525,0.8551921951219511,34,0.0,20,0.0
VCA0339,CDS_UTRS,NC_002506,+,337684,338187,VCA0416,CDS_UTRS,NC_002506,+,383237,383791,2,2,true,3.844182538451371e-8,2.1396157445722022e-7,9975.38691645768,NaN,NaN,28,0.0,28,0.0
VCA0465,CDS_UTRS,NC_002506,+,413277,413752,VqmR,sRNA,NC_002506,+,1031438,1031588,2,1,true,0.0014490691549627448,0.003161353548398646,88.33410468837529,0.8915101822250984,1.0,27,1.0,28,0.5
VqmR,sRNA,NC_002506,+,1031438,1031588,VCA0329b,CDS_UTRS,NC_002506,+,331263,331889,2,2,true,0.002022648523222147,0.004338048806384342,36.38144966505907,0.6042513562296454,0.942009022556391,26,0.0,24,0.5
Vcr067,sRNA,NC_002505,+,1801887,1802121,VCA0231:VCA0224,IGR,NC_002506,-,247333,252310,2,2,true,5.507445397781253e-5,0.00016892460212011856,225.64176549509727,NaN,NaN,21,0.0,21,0.0
VCA0923:VCA0925,IGR,NC_002506,+,876601,878618,Vcr214,sRNA,NC_002505,+,2376028,2376142,2,2,true,0.0002521868829559211,0.0006201405893377284,152.62806248401984,0.09843776627124076,0.5706537175144392,21,0.0,31,0.0
VCA0489,CDS_UTRS,NC_002506,+,425872,426291,VqmR,sRNA,NC_002506,+,1031438,1031588,2,0,true,0.0028554445778286234,0.005838821260398672,44.16769956289692,0.7941984119746253,1.0,38,0.5,22,0.0
Vcr222,sRNA,NC_002505,-,2783840,2783908,VCA0533:VCA0538,IGR,NC_002506,+,471805,475185,2,2,true,0.036893415269646596,0.058547130490496195,Inf,0.291624,0.8072636678200691,30,1.0,16,0.0
VCA0533:VCA0538,IGR,NC_002506,+,471805,475185,OppZ,sRNA,NC_002505,+,1164273,1164325,2,2,true,0.038149340620621565,0.06003916916983339,Inf,0.33818400000000004,0.8198400000000001,16,0.0,22,0.0
VCA0340,CDS_UTRS,NC_002506,+,338188,338899,VCA0468,CDS_UTRS,NC_002506,+,414749,415281,2,2,true,7.949125846870409e-9,4.557765121245802e-8,24502.061775410126,NaN,NaN,28,0.0,28,0.0
VCA0596:VCA0604,IGR,NC_002506,+,535562,541289,FarS,sRNA,NC_002505,-,2266017,2266134,2,0,true,0.3528642352068114,0.3816285235743809,1.7096272795967373,NaN,NaN,17,1.0,32,0.5
VCA0432,CDS_UTRS,NC_002506,+,391841,392438,Vcr017,sRNA,NC_002505,-,350275,350367,2,2,true,0.06063080938618086,0.08540710309831155,6.123505217018711,0.3171868626429573,0.8198400000000001,22,0.0,31,0.0
Vcr017,sRNA,NC_002505,-,350275,350367,VCA0406,CDS_UTRS,NC_002506,+,378010,378749,2,2,true,0.010169210343829707,0.018476224525970853,18.02210330886163,0.09843776627124076,0.5706537175144392,20,0.0,28,0.0
VCA0432,CDS_UTRS,NC_002506,+,391841,392438,VqmR,sRNA,NC_002506,+,1031438,1031588,2,2,true,0.012560919957791142,0.02264140548473885,14.722807497648427,0.17941399386850318,0.7140855477353361,27,0.0,22,0.0
VCA0428:VCA0431,IGR,NC_002506,+,390811,391238,Vcr017,sRNA,NC_002505,-,350275,350367,2,0,true,0.0026653325695024264,0.005489430436466189,Inf,0.5368040000000001,0.9067176303544423,34,1.0,19,0.5
Vcr017,sRNA,NC_002505,-,350275,350367,VCA0330,CDS_UTRS,NC_002506,+,332290,333042,2,2,true,0.013983047088797534,0.024284104609312,14.417707494027177,0.4468437602242977,0.8614508068710272,22,0.0,23,0.0
VC1613,CDS_UTRS,NC_002505,-,1727337,1727860,Vcr001,sRNA,NC_002505,+,21901,21941,2,2,true,0.266587246730827,0.29371644033543,2.3785138009255617,0.1729161465738671,0.6982356937704407,28,0.5,29,0.5
VC1613,CDS_UTRS,NC_002505,-,1727337,1727860,VCA0972:VCA0970,IGR,NC_002506,-,917571,918130,2,2,true,2.023476032336371e-9,1.1900959551009274e-8,56920.63408663339,NaN,NaN,28,0.5,28,0.5
Vcr001,sRNA,NC_002505,+,21901,21941,VCA0972:VCA0970,IGR,NC_002506,-,917571,918130,2,2,true,0.004777653495251296,0.009270922853880492,29.158539166946927,0.4708810596794122,0.8782525842696628,29,0.5,28,0.5
VCA0329b,CDS_UTRS,NC_002506,+,331263,331889,VCA0416,CDS_UTRS,NC_002506,+,383237,383791,2,2,true,1.2080125503943766e-7,6.56353485714278e-7,5018.932588979566,NaN,NaN,27,0.5,27,0.5
VCA0972:VCA0970,IGR,NC_002506,-,917571,918130,VSsrna24,sRNA,NC_002505,+,106481,106537,2,1,true,0.5569660477080037,0.5862530077812105,1.1740779067444684,0.13534922294403376,0.6473965714285715,29,0.0,30,0.0
VCA0364,CDS_UTRS,NC_002506,+,352303,352752,Vcr001,sRNA,NC_002505,+,21901,21941,2,1,true,0.10177135297633168,0.1333193039563656,5.946307548550952,0.33818400000000004,0.8198400000000001,30,1.0,24,0.0
VC0582:VC0585,IGR,NC_002505,+,612553,613271,OppZ,sRNA,NC_002505,+,1164273,1164325,2,0,true,0.09954567531206708,0.1326863849144603,8.239744372899423,0.03143207533770285,0.3000282352941173,16,0.0,28,0.5
VCA0459,CDS_UTRS,NC_002506,+,409470,410174,Vcr001,sRNA,NC_002505,+,21901,21941,2,1,true,0.15377600589243323,0.18725552051575914,3.9642019283511023,0.17749603718777235,0.7099841487510894,16,0.0,24,0.0
VCA0330,CDS_UTRS,NC_002506,+,332290,333042,VqmR,sRNA,NC_002506,+,1031438,1031588,2,1,true,0.012560919957791142,0.02264140548473885,14.722807497648427,0.3297264140210256,0.8198400000000001,30,1.0,30,0.5
VqmR,sRNA,NC_002506,+,1031438,1031588,VCA0455:VCA0457,IGR,NC_002506,+,407182,407577,2,2,true,0.0004598129060830392,0.0010795196004953656,97.01198900199861,0.40098112691106713,0.8551921951219511,37,0.5,38,0.5
Vcr017,sRNA,NC_002505,-,350275,350367,VCA0317,CDS_UTRS,NC_002506,+,325157,325940,2,2,true,0.010169210343829707,0.018476224525970853,18.02210330886163,0.20748291197942711,0.7149047210300428,34,0.5,26,0.5
Vcr017,sRNA,NC_002505,-,350275,350367,VCA0389:VCA0391,IGR,NC_002506,+,368119,369159,2,2,true,0.010169210343829707,0.018476224525970853,18.02210330886163,0.5173765533598018,0.9067176303544423,28,0.0,20,0.0
VqmR,sRNA,NC_002506,+,1031438,1031588,VCA0420,CDS_UTRS,NC_002506,+,386391,386902,2,2,true,0.000956858560723081,0.0021534035853748236,58.20909006920482,0.5406160816173582,0.9067176303544423,27,0.0,28,0.5
VCA0417,CDS_UTRS,NC_002506,+,383792,384668,Vcr017,sRNA,NC_002505,-,350275,350367,2,2,true,0.03478713494835311,0.055591205848838796,9.185266028058154,0.9224676492591805,1.0,33,0.5,22,0.0
VCA0317:VCA0322,IGR,NC_002506,+,325941,327217,VCA0483,CDS_UTRS,NC_002506,+,422584,423528,2,2,true,1.2140269927337034e-8,6.891566162732117e-8,18486.504908706454,NaN,NaN,34,0.5,34,0.5
GcvB:VC0891,IGR,NC_002505,-,950792,954717,Vcr214,sRNA,NC_002505,+,2376028,2376142,2,2,true,0.0002521868829559211,0.0006201405893377284,152.62806248401984,0.18516577635966516,0.7149047210300428,21,0.0,29,0.5
Vcr017,sRNA,NC_002505,-,350275,350367,VCA0501,CDS_UTRS,NC_002506,+,432301,433096,2,2,true,0.04019181118158798,0.06307958261099296,7.208844147401728,0.11286203170922068,0.6140315789473687,25,0.0,17,0.0
VCA0483,CDS_UTRS,NC_002506,+,422584,423528,VCA0304,CDS_UTRS,NC_002506,+,318063,318569,2,2,true,7.949125846870417e-9,4.557765121245802e-8,24502.061775410126,NaN,NaN,32,0.0,32,0.0
VCA0470,CDS_UTRS,NC_002506,+,415651,416237,VqmR,sRNA,NC_002506,+,1031438,1031588,2,1,true,0.0014490691549627448,0.003161353548398646,88.33410468837529,0.626436,0.942009022556391,31,0.5,30,1.0
VqmR,sRNA,NC_002506,+,1031438,1031588,VCA0313,CDS_UTRS,NC_002506,+,323308,323953,2,2,true,0.0002771471770701351,0.0006742535800362988,145.51359303585915,0.43474972278000523,0.8551921951219511,30,0.5,22,0.0
Vcr222,sRNA,NC_002505,-,2783840,2783908,VC2599,CDS_UTRS,NC_002505,-,2766003,2768668,2,1,true,0.036893415269646596,0.058547130490496195,Inf,0.09487000000000001,0.5663880597014926,30,0.5,18,0.0
VC1624,CDS_UTRS,NC_002505,-,1745159,1746520,Vcr001,sRNA,NC_002505,+,21901,21941,2,2,true,0.10177135297633168,0.1333193039563656,5.946307548550952,0.49129541898204276,0.881247388308597,22,0.0,28,0.0
VC1624,CDS_UTRS,NC_002505,-,1745159,1746520,VC0150,CDS_UTRS,NC_002505,+,139920,141064,2,2,true,8.672128969323185e-10,5.180575473297254e-9,102988.3014058281,NaN,NaN,22,0.0,22,0.0
VCA0460:VCA0463,IGR,NC_002506,+,410794,412161,Vcr001,sRNA,NC_002505,+,21901,21941,2,2,true,0.5326557362576123,0.5632624606764928,1.1892441749788434,0.291624,0.8072636678200691,28,0.5,34,0.5
VSsrna24,sRNA,NC_002505,+,106481,106537,VC1532,CDS_UTRS,NC_002505,-,1644472,1645661,2,1,true,0.9965123759721191,1.0,0.24744661913828636,0.9646512348942313,1.0,29,0.5,22,0.5
VCA0700,CDS_UTRS,NC_002506,-,638628,642183,Vcr001,sRNA,NC_002505,+,21901,21941,2,1,true,0.05620862597559254,0.07927570115964287,11.892610287520085,0.7044900000000001,0.9667101200686107,22,0.5,34,0.5
Vcr097:VCA0468,IGR,NC_002506,+,413882,414748,Vcr001,sRNA,NC_002505,+,21901,21941,2,2,true,0.266587246730827,0.29371644033543,2.3785138009255617,0.38742200000000004,0.8551921951219511,30,0.5,28,0.0
VCA0743:glpA,IGR,NC_002506,+,688214,691050,FarS,sRNA,NC_002505,-,2266017,2266134,2,0,true,0.05081797346275586,0.07501074737516744,7.978401705623474,NaN,NaN,17,1.0,17,0.5
Vcr001,sRNA,NC_002505,+,21901,21941,VCA0347,CDS_UTRS,NC_002506,+,342586,343292,2,2,true,0.012792692080278058,0.022950411420750414,14.579391037325744,0.7794264175874128,1.0,32,0.0,24,0.0
Vcr001,sRNA,NC_002505,+,21901,21941,VCA0505,CDS_UTRS,NC_002506,+,433588,434395,2,2,true,0.012792692080278058,0.022950411420750414,14.579391037325744,0.43627984598647984,0.8551921951219511,29,0.0,22,0.0
Vcr222,sRNA,NC_002505,-,2783840,2783908,VCA0514:VCA0519,IGR,NC_002506,+,445128,449220,2,1,true,0.036893415269646596,0.058547130490496195,Inf,0.803086,1.0,30,0.0,18,0.0
VCA0353,CDS_UTRS,NC_002506,+,345369,345846,Vcr001,sRNA,NC_002505,+,21901,21941,2,2,true,0.10177135297633168,0.1333193039563656,5.946307548550952,NaN,NaN,32,0.5,30,0.5
VCA0231:VCA0224,IGR,NC_002506,-,247333,252310,Vcr067,sRNA,NC_002505,+,1801887,1802121,2,1,true,6.881960184404675e-7,3.6865336011294525e-6,2241.5922327609483,NaN,NaN,26,0.5,26,0.0
VCA0325:VCA0328,IGR,NC_002506,+,329323,329658,VqmR,sRNA,NC_002506,+,1031438,1031588,2,1,true,0.8996616427853595,0.9340436163949911,0.5134073490122005,0.6132520373275527,0.942009022556391,30,0.0,33,0.5
Vcr214,sRNA,NC_002505,+,2376028,2376142,Vcr067,sRNA,NC_002505,+,1801887,1802121,2,2,true,0.0041311196513491265,0.008085090089518616,21.770877843906373,0.25397442871541087,0.7812727601801607,30,0.5,20,0.0
VCA0361,CDS_UTRS,NC_002506,+,350196,351061,VqmR,sRNA,NC_002506,+,1031438,1031588,2,1,true,0.006930421602150795,0.013005939223773121,22.08412381027216,0.4853259296801855,0.8782525842696628,21,0.0,24,0.5
Vcr222,sRNA,NC_002505,-,2783840,2783908,glyA:VC0957,IGR,NC_002505,+,1008331,1021326,2,0,true,0.09650771951160465,0.1290918030043856,8.412578089643445,0.803086,1.0,28,1.0,19,0.0
VCA0397,CDS_UTRS,NC_002506,+,372532,373124,VqmR,sRNA,NC_002506,+,1031438,1031588,2,1,true,0.0028554445778286234,0.005838821260398672,44.16769956289692,0.44289853811445523,0.8599971613872918,28,0.0,36,0.5
VC0150,CDS_UTRS,NC_002505,+,139920,141064,VC1624,CDS_UTRS,NC_002505,-,1745159,1746520,2,2,true,1.2140269927337034e-8,6.891566162732117e-8,18486.504908706454,NaN,NaN,28,0.5,28,0.5
VCA0322,CDS_UTRS,NC_002506,+,327218,328070,VqmR,sRNA,NC_002506,+,1031438,1031588,2,2,true,0.9858546486356149,1.0,0.3187194289837892,0.6909719201416817,0.9667101200686107,22,0.0,26,1.0
VCA0388,CDS_UTRS,NC_002506,+,366709,367537,Vcr017,sRNA,NC_002505,-,350275,350367,2,1,true,0.01491254856262761,0.025625328177647747,18.37047982703835,0.75941432970876,0.9957024154589371,23,0.5,30,0.5
Vcr017,sRNA,NC_002505,-,350275,350367,VCA0374,CDS_UTRS,NC_002506,+,358549,359876,2,2,true,0.0042172493631386886,0.008211401916964579,36.04386722755951,0.30860213855076807,0.8198400000000001,30,0.0,18,0.0
Vcr001,sRNA,NC_002505,+,21901,21941,VCA0704:Vcr101,IGR,NC_002506,-,642275,644367,2,2,true,0.0029097867271688314,0.005876224169379888,43.73746762995803,0.45355826502139274,0.8722274327334476,36,0.0,32,0.0
VCA0439,CDS_UTRS,NC_002506,+,395045,396325,Vcr001,sRNA,NC_002505,+,21901,21941,2,2,true,0.10177135297633168,0.1333193039563656,5.946307548550952,0.586222222164317,0.927018266472212,22,0.0,27,0.0
VCA0433,CDS_UTRS,NC_002506,+,392439,393520,Vcr001,sRNA,NC_002505,+,21901,21941,2,0,true,0.3236773143775443,0.3530743935992142,1.9820910125583673,0.07656799999999997,0.49003519999999984,31,1.5,28,0.5
VCA0480,CDS_UTRS,NC_002506,+,421273,421785,Vcr001,sRNA,NC_002505,+,21901,21941,2,2,true,0.3236773143775443,0.3530743935992142,1.9820910125583673,0.28374133556948156,0.8072636678200691,24,1.0,26,1.0
Vcr001,sRNA,NC_002505,+,21901,21941,VCA0316,CDS_UTRS,NC_002506,+,324424,325156,2,2,true,0.009738249810296818,0.017806639476840816,17.495245767676323,0.3506038934613547,0.8448286589430234,30,0.5,32,1.0
Vcr017,sRNA,NC_002505,-,350275,350367,VCA0480,CDS_UTRS,NC_002506,+,421273,421785,2,2,true,0.018312413412999568,0.03127913728178519,12.014764997893352,0.9346430768962571,1.0,28,0.5,32,0.5
VCA0379,CDS_UTRS,NC_002506,+,361510,362065,Vcr017,sRNA,NC_002505,-,350275,350367,2,2,true,0.01491254856262761,0.025625328177647747,18.37047982703835,0.4468437602242977,0.8614508068710272,23,0.5,31,0.5
thi riboswitch,CDS_UTRS,NC_002505,+,1374578,1375047,Vcr001,sRNA,NC_002505,+,21901,21941,2,2,true,0.10177135297633168,0.1333193039563656,5.946307548550952,0.534557565136861,0.9067176303544423,25,0.5,32,0.0
VCA0389:VCA0391,IGR,NC_002506,+,368119,369159,VCA0375,CDS_UTRS,NC_002506,+,359877,360415,2,2,true,5.203125101616754e-9,3.028962112726896e-8,31257.228389599255,NaN,NaN,20,0.0,20,0.0
VCA0455:VCA0457,IGR,NC_002506,+,407182,407577,Vcr017,sRNA,NC_002505,-,350275,350367,2,2,true,0.01491254856262761,0.025625328177647747,18.37047982703835,0.8304279999999999,1.0,24,0.0,22,0.5
VCA0302,CDS_UTRS,NC_002506,+,317000,317421,VCA0480,CDS_UTRS,NC_002506,+,421273,421785,2,1,true,8.094010726265394e-10,4.860666441404639e-9,137540.03144214727,NaN,NaN,33,1.0,33,1.0
VCA0300,CDS_UTRS,NC_002506,+,315236,316018,Vcr017,sRNA,NC_002505,-,350275,350367,2,2,true,0.01491254856262761,0.025625328177647747,18.37047982703835,0.668393404942447,0.9618877952591853,25,0.0,26,0.0
Vcr017,sRNA,NC_002505,-,350275,350367,VCA0347,CDS_UTRS,NC_002506,+,342586,343292,2,2,true,0.018312413412999568,0.03127913728178519,12.014764997893352,0.43474972278000523,0.8551921951219511,31,0.5,24,0.0
Vcr229,sRNA,NC_002506,+,897527,897726,VC1282,CDS_UTRS,NC_002505,+,1357271,1358673,2,0,true,0.015996619205842062,0.027446830847918487,17.677982095029392,0.5368040000000001,0.9067176303544423,20,0.0,16,0.0
VCA0416,CDS_UTRS,NC_002506,+,383237,383791,VCA0428,CDS_UTRS,NC_002506,+,390004,390810,2,1,true,9.727964710644381e-8,5.310817098012075e-7,5640.883600539723,NaN,NaN,35,0.0,35,0.0
VCA0325,CDS_UTRS,NC_002506,+,328599,329322,Vcr017,sRNA,NC_002505,-,350275,350367,2,1,true,0.01491254856262761,0.025625328177647747,18.37047982703835,0.8547679070739826,1.0,34,0.5,28,0.0
VCA0325:VCA0328,IGR,NC_002506,+,329323,329658,VCA0428,CDS_UTRS,NC_002506,+,390004,390810,2,2,true,9.547826592138565e-6,4.238937798299651e-5,529.0312225318099,NaN,NaN,31,0.0,31,0.0
VCA0338,CDS_UTRS,NC_002506,+,337112,337683,VCA0329b,CDS_UTRS,NC_002506,+,331263,331889,2,2,true,3.945310598497554e-8,2.1852424237309266e-7,9351.888987655819,NaN,NaN,38,0.0,38,0.0
VCA0380,CDS_UTRS,NC_002506,+,362066,362821,VqmR,sRNA,NC_002506,+,1031438,1031588,2,2,true,0.0028554445778286234,0.005838821260398672,44.16769956289692,0.5406160816173582,0.9067176303544423,26,0.5,31,0.5
Vcr017,sRNA,NC_002505,-,350275,350367,VCA0376,CDS_UTRS,NC_002506,+,360416,361090,2,2,true,0.018312413412999568,0.03127913728178519,12.014764997893352,0.7386087288654744,0.9817764510779435,23,0.5,32,0.5
VCA0350,CDS_UTRS,NC_002506,+,343797,344544,VCA0455,CDS_UTRS,NC_002506,+,406185,407181,2,1,true,8.094010726265394e-10,4.860666441404639e-9,137540.03144214727,NaN,NaN,21,0.0,21,0.0
Vcr097:VCA0468,IGR,NC_002506,+,413882,414748,VCA0316,CDS_UTRS,NC_002506,+,324424,325156,2,1,true,4.2492374871204316e-9,2.4863487040022626e-8,34850.403197825464,NaN,NaN,30,0.5,30,0.5
Vcr001,sRNA,NC_002505,+,21901,21941,VCA0142,CDS_UTRS,NC_002506,+,157339,158924,2,2,true,0.0029097867271688314,0.005876224169379888,43.73746762995803,0.09843776627124076,0.5706537175144392,30,0.5,24,0.0
VCA0340,CDS_UTRS,NC_002506,+,338188,338899,VqmR,sRNA,NC_002506,+,1031438,1031588,2,2,true,0.02361083388594635,0.039328410896152965,9.815206747434749,0.3907517757618976,0.8551921951219511,28,0.0,38,0.0
